DATA_DATE,FUELSUP,ENERGY_GWH,TIMESTAMP
7/17/2020 0:00,น้ำมันปาล์ม,0,7/18/2020 13:30
7/18/2020 0:00,น้ำมันปาล์ม,0,7/19/2020 13:30
7/19/2020 0:00,น้ำมันปาล์ม,0,7/20/2020 13:30
7/20/2020 0:00,น้ำมันปาล์ม,0,7/21/2020 13:30
7/21/2020 0:00,น้ำมันปาล์ม,0,7/22/2020 13:30
7/22/2020 0:00,น้ำมันปาล์ม,0,7/23/2020 13:30
7/23/2020 0:00,น้ำมันปาล์ม,0,7/24/2020 13:30
7/24/2020 0:00,น้ำมันปาล์ม,0,7/25/2020 13:30
7/25/2020 0:00,น้ำมันปาล์ม,0,7/26/2020 13:30
7/26/2020 0:00,น้ำมันปาล์ม,0,7/27/2020 13:30
7/27/2020 0:00,น้ำมันปาล์ม,0,7/28/2020 13:30
7/28/2020 0:00,น้ำมันปาล์ม,0,7/29/2020 13:30
7/29/2020 0:00,น้ำมันปาล์ม,0,7/30/2020 13:30
7/30/2020 0:00,น้ำมันปาล์ม,0,7/31/2020 13:30
7/31/2020 0:00,น้ำมันปาล์ม,0,8/1/2020 13:30
8/1/2020 0:00,น้ำมันปาล์ม,0,8/2/2020 13:30
8/2/2020 0:00,น้ำมันปาล์ม,0,8/3/2020 13:30
8/3/2020 0:00,น้ำมันปาล์ม,0,8/4/2020 13:30
8/4/2020 0:00,น้ำมันปาล์ม,0,8/5/2020 13:30
8/5/2020 0:00,น้ำมันปาล์ม,0,8/6/2020 13:30
8/6/2020 0:00,น้ำมันปาล์ม,0,8/7/2020 13:30
8/9/2020 0:00,น้ำมันปาล์ม,0,8/10/2020 13:30
8/10/2020 0:00,น้ำมันปาล์ม,0,8/11/2020 13:30
8/12/2020 0:00,น้ำมันปาล์ม,0,8/13/2020 13:30
8/13/2020 0:00,น้ำมันปาล์ม,0,8/14/2020 13:30
8/15/2020 0:00,น้ำมันปาล์ม,0,8/16/2020 13:30
8/16/2020 0:00,น้ำมันปาล์ม,0,8/17/2020 13:30
8/17/2020 0:00,น้ำมันปาล์ม,0,8/18/2020 13:30
8/18/2020 0:00,น้ำมันปาล์ม,0,8/19/2020 13:30
8/19/2020 0:00,น้ำมันปาล์ม,0,8/20/2020 13:30
8/20/2020 0:00,น้ำมันปาล์ม,0,8/21/2020 13:30
9/21/2020 0:00,น้ำมันปาล์ม,0,9/22/2020 13:30
9/22/2020 0:00,น้ำมันปาล์ม,0,9/23/2020 13:30
9/23/2020 0:00,น้ำมันปาล์ม,0,9/24/2020 13:30
9/24/2020 0:00,น้ำมันปาล์ม,0,9/25/2020 13:30
9/27/2020 0:00,น้ำมันปาล์ม,0,9/28/2020 13:30
9/28/2020 0:00,น้ำมันปาล์ม,0,9/29/2020 13:30
9/29/2020 0:00,น้ำมันปาล์ม,0,9/30/2020 13:30
9/30/2020 0:00,น้ำมันปาล์ม,0,10/1/2020 13:30
10/1/2020 0:00,น้ำมันปาล์ม,0,10/2/2020 13:30
10/2/2020 0:00,น้ำมันปาล์ม,0,10/3/2020 13:30
10/3/2020 0:00,น้ำมันปาล์ม,0,10/4/2020 13:30
10/4/2020 0:00,น้ำมันปาล์ม,0,10/5/2020 13:30
10/5/2020 0:00,น้ำมันปาล์ม,0,10/6/2020 13:30
10/6/2020 0:00,น้ำมันปาล์ม,0,10/7/2020 13:30
10/7/2020 0:00,น้ำมันปาล์ม,0,10/8/2020 13:30
10/8/2020 0:00,น้ำมันปาล์ม,0,10/9/2020 13:30
10/9/2020 0:00,น้ำมันปาล์ม,0,10/10/2020 13:30
10/11/2020 0:00,น้ำมันปาล์ม,0,10/12/2020 13:30
10/13/2020 0:00,น้ำมันปาล์ม,0,10/14/2020 13:30
10/14/2020 0:00,น้ำมันปาล์ม,0,10/15/2020 13:30
10/15/2020 0:00,น้ำมันปาล์ม,0,10/16/2020 13:30
10/16/2020 0:00,น้ำมันปาล์ม,0,10/17/2020 13:30
10/18/2020 0:00,น้ำมันปาล์ม,0,10/19/2020 13:30
10/19/2020 0:00,น้ำมันปาล์ม,0,10/20/2020 13:30
10/20/2020 0:00,น้ำมันปาล์ม,0,10/21/2020 13:30
10/21/2020 0:00,น้ำมันปาล์ม,0,10/22/2020 13:30
10/24/2020 0:00,น้ำมันปาล์ม,0,10/25/2020 13:30
10/25/2020 0:00,น้ำมันปาล์ม,0,10/26/2020 13:30
10/26/2020 0:00,น้ำมันปาล์ม,0,10/27/2020 13:30
10/27/2020 0:00,น้ำมันปาล์ม,0,10/28/2020 13:30
10/28/2020 0:00,น้ำมันปาล์ม,0,10/29/2020 13:30
10/29/2020 0:00,น้ำมันปาล์ม,0,10/30/2020 13:30
11/1/2020 0:00,น้ำมันปาล์ม,0,11/2/2020 13:30
11/2/2020 0:00,น้ำมันปาล์ม,0,11/3/2020 13:30
11/3/2020 0:00,น้ำมันปาล์ม,0,11/4/2020 13:30
11/4/2020 0:00,น้ำมันปาล์ม,0,11/5/2020 13:30
11/5/2020 0:00,น้ำมันปาล์ม,0,11/6/2020 13:30
11/8/2020 0:00,น้ำมันปาล์ม,0,11/9/2020 13:30
11/9/2020 0:00,น้ำมันปาล์ม,0,11/10/2020 13:30
11/10/2020 0:00,น้ำมันปาล์ม,0,11/11/2020 13:30
11/11/2020 0:00,น้ำมันปาล์ม,0,11/12/2020 13:30
11/12/2020 0:00,น้ำมันปาล์ม,0,11/13/2020 13:30
11/15/2020 0:00,น้ำมันปาล์ม,0,11/16/2020 13:30
11/16/2020 0:00,น้ำมันปาล์ม,0,11/17/2020 13:30
11/17/2020 0:00,น้ำมันปาล์ม,0,11/18/2020 13:30
11/19/2020 0:00,น้ำมันปาล์ม,0,11/20/2020 13:30
11/20/2020 0:00,น้ำมันปาล์ม,0,11/21/2020 13:30
11/22/2020 0:00,น้ำมันปาล์ม,0,11/23/2020 13:30
11/23/2020 0:00,น้ำมันปาล์ม,0,11/24/2020 13:30
11/24/2020 0:00,น้ำมันปาล์ม,0,11/25/2020 13:30
11/25/2020 0:00,น้ำมันปาล์ม,0,11/26/2020 13:30
11/26/2020 0:00,น้ำมันปาล์ม,0,11/27/2020 13:30
11/29/2020 0:00,น้ำมันปาล์ม,0,11/30/2020 13:30
11/30/2020 0:00,น้ำมันปาล์ม,0,12/1/2020 13:30
12/1/2020 0:00,น้ำมันปาล์ม,0,12/2/2020 13:30
12/2/2020 0:00,น้ำมันปาล์ม,0,12/3/2020 13:30
12/3/2020 0:00,น้ำมันปาล์ม,0,12/4/2020 13:30
12/5/2020 0:00,น้ำมันปาล์ม,0,12/6/2020 13:30
12/6/2020 0:00,น้ำมันปาล์ม,0,12/7/2020 13:30
12/7/2020 0:00,น้ำมันปาล์ม,0,12/8/2020 13:30
12/8/2020 0:00,น้ำมันปาล์ม,0,12/9/2020 13:30
12/11/2020 0:00,น้ำมันปาล์ม,0,12/12/2020 13:30
12/13/2020 0:00,น้ำมันปาล์ม,0,12/14/2020 13:30
12/14/2020 0:00,น้ำมันปาล์ม,0,12/15/2020 13:30
12/15/2020 0:00,น้ำมันปาล์ม,0,12/16/2020 13:30
12/16/2020 0:00,น้ำมันปาล์ม,0,12/17/2020 13:30
12/17/2020 0:00,น้ำมันปาล์ม,0,12/18/2020 13:30
12/20/2020 0:00,น้ำมันปาล์ม,0,12/21/2020 13:30
12/21/2020 0:00,น้ำมันปาล์ม,0,12/22/2020 13:30
12/22/2020 0:00,น้ำมันปาล์ม,0,12/23/2020 13:30
12/23/2020 0:00,น้ำมันปาล์ม,0,12/24/2020 13:30
12/24/2020 0:00,น้ำมันปาล์ม,0,12/25/2020 13:30
12/27/2020 0:00,น้ำมันปาล์ม,0,12/28/2020 13:30
12/28/2020 0:00,น้ำมันปาล์ม,0,12/29/2020 13:30
12/29/2020 0:00,น้ำมันปาล์ม,0,12/30/2020 13:30
1/2/2021 0:00,น้ำมันปาล์ม,0,1/3/2021 13:30
1/3/2021 0:00,น้ำมันปาล์ม,0,1/4/2021 13:30
